episode,total_reward,travel_time,final_distance,num_steps,goal_x,goal_y
251,-300.0,50,14.571148977180451,50,174.28611,-52.95363
252,-300.0,50,94.56943963721574,50,85.18898,-75.81464
253,1085.0888660684025,19,9.722223423417217,19,174.28611,-52.95363
254,-300.0,50,106.50241664478142,50,61.01672,-100.81768
255,-300.0,50,161.64456371654032,50,59.09988,-98.65828
256,-300.0,50,133.14581630246494,50,57.79826,-96.8545
257,-300.0,50,81.55963422130729,50,60.71808,-101.50853
258,-300.0,50,139.08467826130504,50,61.01672,-100.81768
259,-1000.0,1,4.858541416766817,1,172.10544,-38.54658
260,-300.0,50,127.95057859224308,50,60.71808,-101.50853
261,-300.0,50,17.10793788504191,50,176.66282,-36.86264
262,-1000.0,1,5.28164868341441,1,172.10544,-38.54658
263,-300.0,50,142.44587432085928,50,176.66282,-36.86264
264,-300.0,50,13.89349743881503,50,179.35797,-50.3969
265,-300.0,50,111.47001295020638,50,63.30532,-96.53351
266,-300.0,50,116.0109691291759,50,60.97376,-101.5251
267,-300.0,50,206.66966686254364,50,176.66282,-36.86264
268,-300.0,50,127.44873983229564,50,59.7064,-98.62684
269,-300.0,50,68.68061827102255,50,57.56459,-95.52724
270,-300.0,50,258.61993248775514,50,146.38351,-16.8317
271,-300.0,50,115.63330027912018,50,59.7064,-98.62684
272,-300.0,50,106.70256078935542,50,60.71808,-101.50853
273,-300.0,50,21.236509682444478,50,179.35797,-50.3969
274,-300.0,50,55.509904233906646,50,60.30195,-101.29418
275,-300.0,50,14.571148977180451,50,174.28611,-52.95363
276,-300.0,50,79.38255253338784,50,57.5697,-95.70551
277,-300.0,50,95.7638628613526,50,59.09521,-98.61116
278,-300.0,50,99.42194362816907,50,85.18898,-75.81464
279,-300.0,50,176.04080575229716,50,59.09988,-98.65828
280,-300.0,50,129.24194582792032,50,57.5697,-95.70551
281,-300.0,50,245.78785670350473,50,176.66282,-36.86264
282,-300.0,50,36.30531066600515,50,146.38351,-16.8317
283,-300.0,50,104.64599385459464,50,63.30532,-96.53351
284,-300.0,50,157.89077864232445,50,146.38351,-16.8317
285,-300.0,50,353.2802030750402,50,57.878,-96.38709
286,-89.05880042622768,1,9.083410870789155,1,59.7064,-98.62684
287,-300.0,50,150.18420254003786,50,59.7064,-98.62684
288,-300.0,50,94.56943963721574,50,85.18898,-75.81464
289,-1000.0,1,4.81351388945861,1,172.10544,-38.54658
290,-1000.0,1,2.175533044953688e-06,1,172.10544,-38.54658
291,-300.0,50,89.2033221337353,50,60.71808,-101.50853
292,-300.0,50,45.017799281282706,50,59.7064,-98.62684
293,-300.0,50,109.97974258290282,50,59.09988,-98.65828
294,-300.0,50,34.48283834614639,50,174.28611,-52.95363
295,-74.36640100930181,1,8.92952590976943,1,60.30195,-101.29418
296,-300.0,50,49.38914651502469,50,57.56459,-95.52724
297,-300.0,50,107.81555352430856,50,57.46519,-96.59826
298,-300.0,50,29.597781819744647,50,57.46519,-96.59826
299,400.2941540568961,16,6.529533384222756,16,172.10544,-38.54658
300,-300.0,50,132.8645743535303,50,57.878,-96.38709
301,-300.0,50,110.72727462726613,50,59.09521,-98.61116
302,-300.0,50,182.77876242459865,50,146.38351,-16.8317
303,-300.0,50,116.14688144918257,50,57.878,-96.38709
304,-3041.959997494541,23,5.699724260806902,23,176.66282,-36.86264
305,-1000.0,1,4.858537513550035,1,176.66282,-36.86264
306,-300.0,50,155.7806947700525,50,59.09521,-98.61116
307,-300.0,50,106.70256078935542,50,60.71808,-101.50853
308,-300.0,50,99.42194362816907,50,85.18898,-75.81464
309,-300.0,50,116.43923066001459,50,57.79826,-96.8545
310,-1000.0,1,9.486398859673708,1,174.28611,-52.95363
311,-300.0,50,137.27241252054617,50,59.09988,-98.65828
312,-300.0,50,100.39139422154949,50,174.28611,-52.95363
313,-300.0,50,128.03683882181096,50,57.878,-96.38709
314,-300.0,50,23.57772583809546,50,146.38351,-16.8317
315,-300.0,50,107.16798189421435,50,57.46519,-96.59826
316,-300.0,50,109.80124811786258,50,57.46519,-96.59826
317,-300.0,50,36.30531066600515,50,146.38351,-16.8317
318,-300.0,50,18.016699330736824,50,173.58321,-53.3448
319,-300.0,50,60.834802154512836,50,59.09988,-98.65828
320,-300.0,50,128.10361809736943,50,63.30532,-96.53351
321,-300.0,50,293.60883792689623,50,146.38351,-16.8317
322,-300.0,50,36.30531066600515,50,146.38351,-16.8317
323,-300.0,50,31.68962064295779,50,174.28611,-52.95363
324,-300.0,50,63.220407034354594,50,60.97376,-101.5251
325,-300.0,50,105.09276872763503,50,59.09988,-98.65828
326,-300.0,50,133.0085594478963,50,60.30195,-101.29418
327,-300.0,50,111.18597765943456,50,59.09988,-98.65828
328,-300.0,50,107.42646879740387,50,59.09988,-98.65828
329,-1000.0,1,5.897619640829436,1,176.66282,-36.86264
330,-300.0,50,101.1599207661986,50,57.56459,-95.52724
331,-3578.9083743079027,31,9.106818450532648,31,172.10544,-38.54658
332,-300.0,50,35.60649590762667,50,174.28611,-52.95363
333,-1000.0,1,2.175533044953688e-06,1,172.10544,-38.54658
334,-300.0,50,94.56943963721574,50,85.18898,-75.81464
335,-300.0,50,133.0085594478963,50,60.30195,-101.29418
336,-300.0,50,70.90696308889841,50,57.5697,-95.70551
337,-300.0,50,111.18597765943456,50,59.09988,-98.65828
338,-300.0,50,128.50052108205082,50,57.46519,-96.59826
339,-300.0,50,64.92503569722318,50,57.79826,-96.8545
340,-300.0,50,283.9415754521675,50,57.5697,-95.70551
341,-300.0,50,182.93234228524656,50,61.01672,-100.81768
342,-300.0,50,233.4424641456261,50,173.58321,-53.3448
343,-1000.0,1,4.019582700775326,1,172.10544,-38.54658
344,-300.0,50,104.71730936088089,50,60.97376,-101.5251
345,-300.0,50,114.58689765691898,50,60.30195,-101.29418
346,-300.0,50,17.32009568472558,50,172.10544,-38.54658
347,-300.0,50,67.98697719388667,50,57.56459,-95.52724
348,-1000.0,1,2.175533044953688e-06,1,172.10544,-38.54658
349,-300.0,50,125.63018651995255,50,57.56459,-95.52724
350,-300.0,50,127.95057859224308,50,60.71808,-101.50853
351,-300.0,50,63.31701373449202,50,60.97376,-101.5251
352,-300.0,50,225.97318686630723,50,60.97376,-101.5251
353,-300.0,50,99.35336157461792,50,57.56459,-95.52724
354,-1000.0,1,7.271490318871331,1,176.66282,-36.86264
355,-300.0,50,107.16798189421435,50,57.46519,-96.59826
356,-300.0,50,74.59186935039746,50,63.30532,-96.53351
357,-300.0,50,13.89349743881503,50,179.35797,-50.3969
358,-1000.0,1,6.549169523805562e-06,1,176.66282,-36.86264
359,-300.0,50,120.01686136260243,50,173.58321,-53.3448
360,-66.3186731715254,1,7.657807495276992,1,59.09988,-98.65828
361,-300.0,50,159.44161509460784,50,59.09988,-98.65828
362,-300.0,50,105.00909743435177,50,60.97376,-101.5251
363,-300.0,50,284.27088957975445,50,57.79826,-96.8545
364,-109.88749506825314,1,7.499091273965836,1,60.30195,-101.29418
365,-300.0,50,274.46467693344243,50,59.7064,-98.62684
366,-300.0,50,253.38571859440074,50,57.878,-96.38709
367,-300.0,50,132.85139827490138,50,57.79826,-96.8545
368,-300.0,50,102.22174735736435,50,60.30195,-101.29418
369,-300.0,50,116.14688144918257,50,57.878,-96.38709
370,-300.0,50,240.80096962261348,50,174.28611,-52.95363
371,-300.0,50,116.43923066001459,50,57.79826,-96.8545
372,-300.0,50,132.26345702102202,50,59.7064,-98.62684
373,-300.0,50,190.11648912280336,50,173.58321,-53.3448
374,-707.388018421499,19,5.749040696932537,19,176.66282,-36.86264
375,-300.0,50,46.644464443703455,50,57.56459,-95.52724
376,-300.0,50,64.1113684101658,50,59.09521,-98.61116
377,-300.0,50,128.20796046864803,50,60.30195,-101.29418
378,-300.0,50,152.53859932646375,50,60.97376,-101.5251
379,-89.55594275892705,1,6.429910055077603,1,61.01672,-100.81768
380,-300.0,50,127.95057859224308,50,60.71808,-101.50853
381,-300.0,50,43.57275366839094,50,57.79826,-96.8545
382,-45.69885622727951,1,9.977407451698351,1,173.58321,-53.3448
383,-300.0,50,22.173306763752024,50,176.66282,-36.86264
384,-300.0,50,49.22267899403831,50,85.18898,-75.81464
385,-300.0,50,140.74463134593148,50,59.7064,-98.62684
386,-300.0,50,132.26345702102202,50,59.7064,-98.62684
387,-100.84187745778047,1,6.162992466217377,1,60.71808,-101.50853
388,-300.0,50,301.79680163270945,50,60.71808,-101.50853
389,-300.0,50,74.31544296282786,50,146.38351,-16.8317
390,-300.0,50,189.41176784334252,50,63.30532,-96.53351
391,-300.0,50,126.03100081963841,50,60.71808,-101.50853
392,-300.0,50,64.49357156608919,50,59.09988,-98.65828
393,-3518.857899467088,30,6.969628173418378,30,172.10544,-38.54658
394,-300.0,50,40.25992580149956,50,179.35797,-50.3969
395,-300.0,50,279.94578955058597,50,61.01672,-100.81768
396,-300.0,50,127.99872075857121,50,59.09988,-98.65828
397,-300.0,50,136.46637218977776,50,57.79826,-96.8545
398,-300.0,50,127.99872075857121,50,59.09988,-98.65828
399,-300.0,50,279.11981022175536,50,63.30532,-96.53351
400,-300.0,50,181.47690199042535,50,60.71808,-101.50853
401,-231.18695464782218,5,9.847845747320497,5,174.28611,-52.95363
402,-300.0,50,18.016699330736824,50,173.58321,-53.3448
403,-300.0,50,132.76266491358157,50,57.56459,-95.52724
404,-300.0,50,300.45375238133533,50,60.97376,-101.5251
405,-300.0,50,118.81662769618498,50,57.46519,-96.59826
406,-300.0,50,132.26345702102202,50,59.7064,-98.62684
407,-300.0,50,124.24589942204415,50,146.38351,-16.8317
408,-102.7315544942833,1,9.978586211992853,1,60.71808,-101.50853
409,-300.0,50,116.14688144918257,50,57.878,-96.38709
410,-1000.0,1,2.175533044953688e-06,1,172.10544,-38.54658
411,-300.0,50,116.0109691291759,50,60.97376,-101.5251
412,-300.0,50,134.58814493881803,50,57.5697,-95.70551
413,-300.0,50,67.26525894617764,50,85.18898,-75.81464
414,-300.0,50,132.26345702102202,50,59.7064,-98.62684
415,-300.0,50,102.17057294802123,50,60.97376,-101.5251
416,-300.0,50,111.16514642619683,50,59.09521,-98.61116
417,-300.0,50,184.74999263017295,50,60.71808,-101.50853
418,-300.0,50,128.50052108205082,50,57.46519,-96.59826
419,-300.0,50,99.42194362816907,50,85.18898,-75.81464
420,94.09847782401175,20,9.524754893387792,20,172.10544,-38.54658
421,-1000.0,1,4.858541416766817,1,172.10544,-38.54658
422,-300.0,50,126.49935216309783,50,57.46519,-96.59826
423,-300.0,50,115.60869641276199,50,61.01672,-100.81768
424,-300.0,50,116.09770913634557,50,57.5697,-95.70551
425,-60.723024258438485,1,3.871033157288669,1,146.38351,-16.8317
426,-300.0,50,127.35145486320225,50,61.01672,-100.81768
427,-300.0,50,13.799999337630371,50,179.35797,-50.3969
428,-104.01365931929679,1,9.78898876146703,1,60.71808,-101.50853
429,-89.73138217205543,1,9.65081598822103,1,59.7064,-98.62684
430,-300.0,50,132.15244625092708,50,61.01672,-100.81768
431,-300.0,50,127.99872075857121,50,59.09988,-98.65828
432,-300.0,50,179.81527571753003,50,60.30195,-101.29418
433,-300.0,50,112.96030223029734,50,57.46519,-96.59826
434,-300.0,50,54.00008297271946,50,61.01672,-100.81768
435,-300.0,50,75.83587811887395,50,60.30195,-101.29418
436,-300.0,50,57.12759670194273,50,57.79826,-96.8545
437,-300.0,50,16.265568801173306,50,174.28611,-52.95363
438,-300.0,50,127.93123693336182,50,57.56459,-95.52724
439,-300.0,50,95.40379785080869,50,61.01672,-100.81768
440,-300.0,50,72.58944198400812,50,60.30195,-101.29418
441,-21.03290516663334,1,7.112525627097671,1,63.30532,-96.53351
442,-300.0,50,116.61046631350943,50,57.46519,-96.59826
443,-300.0,50,78.24105501815787,50,61.01672,-100.81768
444,-300.0,50,68.22175694754056,50,60.71808,-101.50853
445,-300.0,50,133.32824459786568,50,57.46519,-96.59826
446,-300.0,50,114.33277317617487,50,60.71808,-101.50853
447,-300.0,50,61.64466774194864,50,85.18898,-75.81464
448,-300.0,50,36.30531066600515,50,146.38351,-16.8317
449,-300.0,50,128.00616573509348,50,57.5697,-95.70551
450,-300.0,50,127.35145486320225,50,61.01672,-100.81768
451,-300.0,50,116.17604803612925,50,59.09988,-98.65828
452,-300.0,50,18.016699330736824,50,173.58321,-53.3448
453,-300.0,50,127.95057859224308,50,60.71808,-101.50853
454,-300.0,50,96.0444858762464,50,60.71808,-101.50853
455,-300.0,50,132.26345702102202,50,59.7064,-98.62684
456,-300.0,50,33.662347816079105,50,146.38351,-16.8317
457,-300.0,50,86.79341883943682,50,172.10544,-38.54658
458,-300.0,50,71.65927421719694,50,172.10544,-38.54658
459,-300.0,50,132.7489182420373,50,60.71808,-101.50853
460,-300.0,50,14.571148977180451,50,174.28611,-52.95363
461,-300.0,50,38.528528087489086,50,176.66282,-36.86264
462,-300.0,50,111.47001295020638,50,63.30532,-96.53351
463,-300.0,50,70.71326553628104,50,179.35797,-50.3969
464,-300.0,50,116.61046631350943,50,57.46519,-96.59826
465,-300.0,50,138.35994444769662,50,174.28611,-52.95363
466,-300.0,50,126.03297277880426,50,59.09988,-98.65828
467,-300.0,50,132.26345702102202,50,59.7064,-98.62684
468,-300.0,50,16.767397643417482,50,173.58321,-53.3448
469,-300.0,50,16.767397643417482,50,173.58321,-53.3448
470,-300.0,50,101.82316862216123,50,60.97376,-101.5251
471,-300.0,50,114.02446747031605,50,60.30195,-101.29418
472,-300.0,50,87.7518020528303,50,57.79826,-96.8545
473,-300.0,50,100.30607911098167,50,61.01672,-100.81768
474,-300.0,50,97.15804602946793,50,63.30532,-96.53351
475,-300.0,50,260.5130860828743,50,146.38351,-16.8317
476,-60.723024258438485,1,3.871033157288669,1,146.38351,-16.8317
477,-300.0,50,50.40011921909738,50,59.09988,-98.65828
478,-1000.0,1,8.84183455466652,1,176.66282,-36.86264
479,-300.0,50,127.99872075857121,50,59.09988,-98.65828
480,-300.0,50,28.585074826397765,50,174.28611,-52.95363
481,-300.0,50,279.11981022175536,50,63.30532,-96.53351
482,-300.0,50,115.60869641276199,50,61.01672,-100.81768
483,185.29115191454798,20,5.339738483671198,20,172.10544,-38.54658
484,-300.0,50,116.46677086584208,50,60.30195,-101.29418
485,-1000.0,1,6.437403456352386,1,176.66282,-36.86264
486,-300.0,50,126.03568663626154,50,57.878,-96.38709
487,-300.0,50,112.21199508701481,50,61.01672,-100.81768
488,-300.0,50,133.14581630246494,50,57.79826,-96.8545
489,-300.0,50,111.15505846664347,50,60.97376,-101.5251
490,-300.0,50,132.79692817833478,50,59.09521,-98.61116
491,-300.0,50,116.61046631350943,50,57.46519,-96.59826
492,-300.0,50,123.28807578644016,50,63.30532,-96.53351
493,-300.0,50,127.35145486320225,50,61.01672,-100.81768
494,-300.0,50,67.80739732274212,50,179.35797,-50.3969
495,-300.0,50,135.22024138300785,50,60.97376,-101.5251
496,-300.0,50,135.99155477628912,50,176.66282,-36.86264
497,-300.0,50,101.83285918945742,50,57.46519,-96.59826
498,-300.0,50,104.15410685637838,50,57.56459,-95.52724
499,-300.0,50,102.40307453973135,50,57.5697,-95.70551
